configuration,seed,condition,noise_type,target_snr_db,exposure,class_name,precision,recall,f1,support
clean_rr,42,ma_-6db,ma,-6.0,seen_snr,S,0.039444850255661065,0.271356783919598,0.06887755102040816,199
clean_rr,42,ma_-6db,ma,-6.0,seen_snr,V,0.7532467532467533,0.07125307125307126,0.13019079685746351,814
clean_rr,42,ma_-6db,ma,-6.0,seen_snr,F,0.0,0.0,0.0,31
clean_rr,123,ma_-6db,ma,-6.0,seen_snr,N,0.9242757242757242,0.9521457239888854,0.9380037512039336,9717
clean_rr,123,ma_-6db,ma,-6.0,seen_snr,S,0.03365384615384615,0.10552763819095477,0.05103280680437424,199
clean_rr,123,ma_-6db,ma,-6.0,seen_snr,V,0.8247422680412371,0.09828009828009827,0.1756311745334797,814
clean_rr,123,ma_-6db,ma,-6.0,seen_snr,F,0.0,0.0,0.0,31
clean_rr,2026,ma_-6db,ma,-6.0,seen_snr,N,0.9308264628996582,0.9527631985180611,0.9416670904744953,9717
clean_rr,2026,ma_-6db,ma,-6.0,seen_snr,S,0.04966139954853273,0.11055276381909548,0.06853582554517133,199
clean_rr,2026,ma_-6db,ma,-6.0,seen_snr,V,0.40860215053763443,0.18673218673218672,0.2563237774030354,814
clean_rr,2026,ma_-6db,ma,-6.0,seen_snr,F,0.0,0.0,0.0,31
noise_augmented_rr,42,ma_-6db,ma,-6.0,seen_snr,N,0.9322369724588865,0.9684058865905115,0.9499772853465247,9717
noise_augmented_rr,42,ma_-6db,ma,-6.0,seen_snr,S,0.08823529411764706,0.03015075376884422,0.0449438202247191,199
noise_augmented_rr,42,ma_-6db,ma,-6.0,seen_snr,V,0.45817490494296575,0.29606879606879605,0.3597014925373134,814
noise_augmented_rr,42,ma_-6db,ma,-6.0,seen_snr,F,0.0136986301369863,0.03225806451612903,0.019230769230769232,31
noise_augmented_rr,123,ma_-6db,ma,-6.0,seen_snr,N,0.9520243134700966,0.9026448492333025,0.9266772319070259,9717
noise_augmented_rr,123,ma_-6db,ma,-6.0,seen_snr,S,0.07692307692307693,0.07035175879396985,0.07349081364829396,199
noise_augmented_rr,123,ma_-6db,ma,-6.0,seen_snr,V,0.3074484944532488,0.47665847665847666,0.3737957610789981,814
noise_augmented_rr,123,ma_-6db,ma,-6.0,seen_snr,F,0.009615384615384616,0.03225806451612903,0.014814814814814815,31
noise_augmented_rr,2026,ma_-6db,ma,-6.0,seen_snr,N,0.9229001053538933,0.9916640938561284,0.9560472269074313,9717
noise_augmented_rr,2026,ma_-6db,ma,-6.0,seen_snr,S,0.0,0.0,0.0,199
noise_augmented_rr,2026,ma_-6db,ma,-6.0,seen_snr,V,0.603125,0.2371007371007371,0.3403880070546737,814
noise_augmented_rr,2026,ma_-6db,ma,-6.0,seen_snr,F,0.0,0.0,0.0,31
clean_rr,42,em_18db,em,18.0,seen_snr,N,0.9670075882547015,0.9049089225069465,0.9349282296650717,9717
clean_rr,42,em_18db,em,18.0,seen_snr,S,0.053763440860215055,0.05025125628140704,0.05194805194805195,199
clean_rr,42,em_18db,em,18.0,seen_snr,V,0.4357298474945534,0.7371007371007371,0.5476951163852122,814
clean_rr,42,em_18db,em,18.0,seen_snr,F,0.009523809523809525,0.03225806451612903,0.014705882352941176,31
clean_rr,123,em_18db,em,18.0,seen_snr,N,0.9483941533260416,0.9815786765462592,0.9647011226863558,9717
clean_rr,123,em_18db,em,18.0,seen_snr,S,0.07692307692307693,0.06030150753768844,0.0676056338028169,199
clean_rr,123,em_18db,em,18.0,seen_snr,V,0.6635859519408502,0.44103194103194104,0.529889298892989,814
clean_rr,123,em_18db,em,18.0,seen_snr,F,0.0,0.0,0.0,31
clean_rr,2026,em_18db,em,18.0,seen_snr,N,0.9823317307692307,0.8411032211587939,0.9062482674502411,9717
clean_rr,2026,em_18db,em,18.0,seen_snr,S,0.14285714285714285,0.010050251256281407,0.018779342723004695,199
clean_rr,2026,em_18db,em,18.0,seen_snr,V,0.32090490155006285,0.941031941031941,0.47860043736332397,814
clean_rr,2026,em_18db,em,18.0,seen_snr,F,0.025,0.03225806451612903,0.028169014084507043,31
noise_augmented_rr,42,em_18db,em,18.0,seen_snr,N,0.9640814458933883,0.8673458886487599,0.913158892681077,9717
noise_augmented_rr,42,em_18db,em,18.0,seen_snr,S,0.0,0.0,0.0,199
noise_augmented_rr,42,em_18db,em,18.0,seen_snr,V,0.3145539906103286,0.7407862407862408,0.4415964848041011,814
noise_augmented_rr,42,em_18db,em,18.0,seen_snr,F,0.020618556701030927,0.06451612903225806,0.03125,31
noise_augmented_rr,123,em_18db,em,18.0,seen_snr,N,0.9695194836241932,0.8347226510239786,0.8970856605651717,9717
noise_augmented_rr,123,em_18db,em,18.0,seen_snr,S,0.03333333333333333,0.005025125628140704,0.008733624454148471,199
noise_augmented_rr,123,em_18db,em,18.0,seen_snr,V,0.2807017543859649,0.8058968058968059,0.41637575372897495,814
noise_augmented_rr,123,em_18db,em,18.0,seen_snr,F,0.10714285714285714,0.0967741935483871,0.1016949152542373,31
noise_augmented_rr,2026,em_18db,em,18.0,seen_snr,N,0.9555214723926381,0.9617165791911083,0.9586090167718111,9717
noise_augmented_rr,2026,em_18db,em,18.0,seen_snr,S,0.0,0.0,0.0,199
noise_augmented_rr,2026,em_18db,em,18.0,seen_snr,V,0.5066258919469928,0.6105651105651105,0.5537604456824513,814
noise_augmented_rr,2026,em_18db,em,18.0,seen_snr,F,0.0,0.0,0.0,31
clean_rr,42,em_12db,em,12.0,unseen_snr,N,0.9621714285714286,0.8664196768549964,0.9117885958737207,9717
clean_rr,42,em_12db,em,12.0,unseen_snr,S,0.024336283185840708,0.05527638190954774,0.03379416282642089,199
clean_rr,42,em_12db,em,12.0,unseen_snr,V,0.3761031907671419,0.6805896805896806,0.4844774814167031,814
clean_rr,42,em_12db,em,12.0,unseen_snr,F,0.011627906976744186,0.03225806451612903,0.017094017094017096,31
clean_rr,123,em_12db,em,12.0,unseen_snr,N,0.9498178874949413,0.9661418133168673,0.9579103106984338,9717
clean_rr,123,em_12db,em,12.0,unseen_snr,S,0.06968641114982578,0.10050251256281408,0.0823045267489712,199
clean_rr,123,em_12db,em,12.0,unseen_snr,V,0.6055363321799307,0.42997542997543,0.5028735632183908,814
clean_rr,123,em_12db,em,12.0,unseen_snr,F,0.0,0.0,0.0,31
clean_rr,2026,em_12db,em,12.0,unseen_snr,N,0.9806815454763619,0.8411032211587939,0.9055453991468617,9717
clean_rr,2026,em_12db,em,12.0,unseen_snr,S,0.13043478260869565,0.01507537688442211,0.02702702702702703,199
clean_rr,2026,em_12db,em,12.0,unseen_snr,V,0.31723845828038966,0.9201474201474201,0.47181102362204724,814
clean_rr,2026,em_12db,em,12.0,unseen_snr,F,0.023255813953488372,0.03225806451612903,0.02702702702702703,31
noise_augmented_rr,42,em_12db,em,12.0,unseen_snr,N,0.9615907545887151,0.8734177215189873,0.9153858598932212,9717
noise_augmented_rr,42,em_12db,em,12.0,unseen_snr,S,0.0,0.0,0.0,199
noise_augmented_rr,42,em_12db,em,12.0,unseen_snr,V,0.31863285556780596,0.7100737100737101,0.4398782343987823,814
noise_augmented_rr,42,em_12db,em,12.0,unseen_snr,F,0.018518518518518517,0.06451612903225806,0.02877697841726619,31
noise_augmented_rr,123,em_12db,em,12.0,unseen_snr,N,0.9668646080760095,0.8378100236698569,0.8977228869162486,9717
noise_augmented_rr,123,em_12db,em,12.0,unseen_snr,S,0.0,0.0,0.0,199
noise_augmented_rr,123,em_12db,em,12.0,unseen_snr,V,0.2774846086191733,0.7751842751842751,0.40867875647668395,814
noise_augmented_rr,123,em_12db,em,12.0,unseen_snr,F,0.08571428571428572,0.0967741935483871,0.09090909090909091,31
noise_augmented_rr,2026,em_12db,em,12.0,unseen_snr,N,0.9526310369683864,0.9520428115673562,0.9523368334362775,9717
noise_augmented_rr,2026,em_12db,em,12.0,unseen_snr,S,0.0,0.0,0.0,199
noise_augmented_rr,2026,em_12db,em,12.0,unseen_snr,V,0.4542857142857143,0.585995085995086,0.5118025751072961,814
noise_augmented_rr,2026,em_12db,em,12.0,unseen_snr,F,0.0,0.0,0.0,31
clean_rr,42,em_6db,em,6.0,seen_snr,N,0.9584800291368216,0.8124935679736545,0.8794697560432215,9717
clean_rr,42,em_6db,em,6.0,seen_snr,S,0.027522935779816515,0.1507537688442211,0.04654771140418929,199
clean_rr,42,em_6db,em,6.0,seen_snr,V,0.31098430813124106,0.5356265356265356,0.3935018050541516,814
clean_rr,42,em_6db,em,6.0,seen_snr,F,0.0,0.0,0.0,31
clean_rr,123,em_6db,em,6.0,seen_snr,N,0.9528818289148868,0.9136564783369353,0.9328569927498161,9717
clean_rr,123,em_6db,em,6.0,seen_snr,S,0.050761421319796954,0.20100502512562815,0.08105369807497467,199
clean_rr,123,em_6db,em,6.0,seen_snr,V,0.4845201238390093,0.3845208845208845,0.42876712328767125,814
clean_rr,123,em_6db,em,6.0,seen_snr,F,0.1,0.03225806451612903,0.04878048780487805,31
clean_rr,2026,em_6db,em,6.0,seen_snr,N,0.9736119402985075,0.8391478851497376,0.9013928808313066,9717
clean_rr,2026,em_6db,em,6.0,seen_snr,S,0.023529411764705882,0.010050251256281407,0.014084507042253521,199
clean_rr,2026,em_6db,em,6.0,seen_snr,V,0.30048394192696876,0.8390663390663391,0.44250080984774864,814
clean_rr,2026,em_6db,em,6.0,seen_snr,F,0.0,0.0,0.0,31
noise_augmented_rr,42,em_6db,em,6.0,seen_snr,N,0.9530902623388172,0.8823711021920346,0.9163683001122215,9717
noise_augmented_rr,42,em_6db,em,6.0,seen_snr,S,0.0,0.0,0.0,199
noise_augmented_rr,42,em_6db,em,6.0,seen_snr,V,0.31572327044025156,0.6167076167076168,0.4176372712146423,814
noise_augmented_rr,42,em_6db,em,6.0,seen_snr,F,0.008264462809917356,0.03225806451612903,0.013157894736842105,31
noise_augmented_rr,123,em_6db,em,6.0,seen_snr,N,0.9626419955498302,0.84594010497067,0.9005258545135846,9717
noise_augmented_rr,123,em_6db,em,6.0,seen_snr,S,0.0136986301369863,0.005025125628140704,0.007352941176470588,199
noise_augmented_rr,123,em_6db,em,6.0,seen_snr,V,0.27420123986647593,0.7063882063882064,0.395053246307111,814
noise_augmented_rr,123,em_6db,em,6.0,seen_snr,F,0.038461538461538464,0.06451612903225806,0.04819277108433735,31
noise_augmented_rr,2026,em_6db,em,6.0,seen_snr,N,0.9445526288818284,0.9484408768138314,0.9464927595768717,9717
noise_augmented_rr,2026,em_6db,em,6.0,seen_snr,S,0.0,0.0,0.0,199
noise_augmented_rr,2026,em_6db,em,6.0,seen_snr,V,0.40818363273453095,0.5024570024570024,0.45044052863436124,814
noise_augmented_rr,2026,em_6db,em,6.0,seen_snr,F,0.0,0.0,0.0,31
clean_rr,42,em_0db,em,0.0,unseen_snr,N,0.955177534764412,0.7281053823196459,0.8263256248540061,9717
clean_rr,42,em_0db,em,0.0,unseen_snr,S,0.02814344076259646,0.31155778894472363,0.051623646960865945,199
clean_rr,42,em_0db,em,0.0,unseen_snr,V,0.24956521739130436,0.3525798525798526,0.29226069246435843,814
clean_rr,42,em_0db,em,0.0,unseen_snr,F,0.0,0.0,0.0,31
clean_rr,123,em_0db,em,0.0,unseen_snr,N,0.9558051519960933,0.805701348152722,0.8743578289032834,9717
clean_rr,123,em_0db,em,0.0,unseen_snr,S,0.03729355354288759,0.35175879396984927,0.0674373795761079,199
clean_rr,123,em_0db,em,0.0,unseen_snr,V,0.34252539912917274,0.28992628992628994,0.3140385894876913,814
clean_rr,123,em_0db,em,0.0,unseen_snr,F,0.0,0.0,0.0,31
clean_rr,2026,em_0db,em,0.0,unseen_snr,N,0.964929371651242,0.8154780281980035,0.8839310614088907,9717
clean_rr,2026,em_0db,em,0.0,unseen_snr,S,0.03283582089552239,0.05527638190954774,0.04119850187265917,199
clean_rr,2026,em_0db,em,0.0,unseen_snr,V,0.2494331065759637,0.6756756756756757,0.36435905929115603,814
clean_rr,2026,em_0db,em,0.0,unseen_snr,F,0.0,0.0,0.0,31
noise_augmented_rr,42,em_0db,em,0.0,unseen_snr,N,0.9411257278412767,0.8982196151075434,0.9191722394818598,9717
noise_augmented_rr,42,em_0db,em,0.0,unseen_snr,S,0.022222222222222223,0.010050251256281407,0.01384083044982699,199
noise_augmented_rr,42,em_0db,em,0.0,unseen_snr,V,0.3028169014084507,0.47542997542997545,0.369980879541109,814
noise_augmented_rr,42,em_0db,em,0.0,unseen_snr,F,0.0,0.0,0.0,31
noise_augmented_rr,123,em_0db,em,0.0,unseen_snr,N,0.9555225245826664,0.8600391067201811,0.9052699994583762,9717
noise_augmented_rr,123,em_0db,em,0.0,unseen_snr,S,0.046511627906976744,0.04020100502512563,0.0431266846361186,199
noise_augmented_rr,123,em_0db,em,0.0,unseen_snr,V,0.26007950028392957,0.5626535626535627,0.35572815533980584,814
noise_augmented_rr,123,em_0db,em,0.0,unseen_snr,F,0.012195121951219513,0.03225806451612903,0.017699115044247787,31
noise_augmented_rr,2026,em_0db,em,0.0,unseen_snr,N,0.9338892796141867,0.9565709581146444,0.9450940518556177,9717
noise_augmented_rr,2026,em_0db,em,0.0,unseen_snr,S,0.0,0.0,0.0,199
noise_augmented_rr,2026,em_0db,em,0.0,unseen_snr,V,0.3940520446096654,0.3906633906633907,0.39235040098704504,814
noise_augmented_rr,2026,em_0db,em,0.0,unseen_snr,F,0.0,0.0,0.0,31
clean_rr,42,em_-6db,em,-6.0,seen_snr,N,0.9483429282713552,0.627251209220953,0.7550792864222002,9717
clean_rr,42,em_-6db,em,-6.0,seen_snr,S,0.025470332850940667,0.44221105527638194,0.0481663929939792,199
clean_rr,42,em_-6db,em,-6.0,seen_snr,V,0.19402985074626866,0.2076167076167076,0.20059347181008902,814
clean_rr,42,em_-6db,em,-6.0,seen_snr,F,0.0,0.0,0.0,31
clean_rr,123,em_-6db,em,-6.0,seen_snr,N,0.9484343579431198,0.6795307193578265,0.7917740871754901,9717
clean_rr,123,em_-6db,em,-6.0,seen_snr,S,0.029657089898053754,0.4824120603015075,0.05587892898719441,199
clean_rr,123,em_-6db,em,-6.0,seen_snr,V,0.25535714285714284,0.17567567567567569,0.2081513828238719,814
clean_rr,123,em_-6db,em,-6.0,seen_snr,F,0.0,0.0,0.0,31
clean_rr,2026,em_-6db,em,-6.0,seen_snr,N,0.9536423841059603,0.7409694350108058,0.8339607343487577,9717
clean_rr,2026,em_-6db,em,-6.0,seen_snr,S,0.024320457796852647,0.08542713567839195,0.0378619153674833,199
clean_rr,2026,em_-6db,em,-6.0,seen_snr,V,0.15916398713826366,0.4864864864864865,0.23985463355542097,814
clean_rr,2026,em_-6db,em,-6.0,seen_snr,F,0.0,0.0,0.0,31
noise_augmented_rr,42,em_-6db,em,-6.0,seen_snr,N,0.9311056105610561,0.9290933415663271,0.9300983876783598,9717
noise_augmented_rr,42,em_-6db,em,-6.0,seen_snr,S,0.014084507042253521,0.005025125628140704,0.007407407407407408,199
noise_augmented_rr,42,em_-6db,em,-6.0,seen_snr,V,0.32623318385650224,0.3574938574938575,0.34114888628370454,814
noise_augmented_rr,42,em_-6db,em,-6.0,seen_snr,F,0.0,0.0,0.0,31
noise_augmented_rr,123,em_-6db,em,-6.0,seen_snr,N,0.9455240174672489,0.8913244828650818,0.9176246225565503,9717
noise_augmented_rr,123,em_-6db,em,-6.0,seen_snr,S,0.04779411764705882,0.06532663316582915,0.055201698513800426,199
noise_augmented_rr,123,em_-6db,em,-6.0,seen_snr,V,0.26607717041800644,0.40663390663390664,0.3216715257531584,814
noise_augmented_rr,123,em_-6db,em,-6.0,seen_snr,F,0.0,0.0,0.0,31
noise_augmented_rr,2026,em_-6db,em,-6.0,seen_snr,N,0.9236947791164659,0.9704641350210971,0.9465020576131687,9717
noise_augmented_rr,2026,em_-6db,em,-6.0,seen_snr,S,0.0,0.0,0.0,199
noise_augmented_rr,2026,em_-6db,em,-6.0,seen_snr,V,0.4029038112522686,0.2727272727272727,0.3252747252747253,814
noise_augmented_rr,2026,em_-6db,em,-6.0,seen_snr,F,0.0,0.0,0.0,31
